actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
industria carpinteria,Carpinteria Julio Lorenzo,CM,Camino,La Arbeja,107,38312,38026,La Orotava,La Perdoma,www.carpinteriajuliolorenzo.es,info@carpinteriajuliolorenzo.es,922334774.0,922334670.0,-16.55263595,28.3829965,2016-05-09T12:45:15.374000,2015-08-04T13:23:16.807000
industria carpinteria,Carpinteria La Luz,CR,Carretera,General TF 322 La Luz,35,38312,38026,La Orotava,Las Candias,,,922332380.0,922332380.0,-16.5536924,28.38852527,2016-05-09T12:45:15.374000,2015-08-04T13:23:16.807000
industria carpinteria,Carpinteria Las Canteras,CM,Camino,La Costa,9,38479,38042,Los Silos,Las Canteras San Bernardo,,,,,-16.82943019,28.36680474,2017-07-20T11:59:03,2017-07-20T11:59:03
industria carpinteria,Carpinteria Leon Leon,CL,Calle,Andres Miranda Hernandez,36,38435,38044,El Tanque,,www.carpinterialeonleon.com,carpleonleonsl@hotmail.com,922136655.0,922136656.0,-16.775517,28.35865799,2016-05-09T12:45:15.374000,2015-08-04T12:58:55.904000
industria carpinteria,Carpinteria Lopher,CR,Carretera,General TF 154 Portezuelo Las Toscas,56,38292,38046,Tegueste,,,,,,-16.35295323,28.52121948,2016-05-09T12:45:15.374000,2016-05-17T09:03:55.234000
industria carpinteria,Carpinteria Los Barbuzanos,Cl,Calle,Los Barbuzanos,5,38441,38018,La Guancha,Las Cucharas,www.losbarbuzanos.com,contacto@losbarbuzanos.com,922828596.0,,-16.67616868,28.38349367,2017-02-21T13:02:21.542000,2023-10-18T14:04:54.665000
industria carpinteria,Carpìnteria Luis Robles,CL,Calle,San Bernardo,13,38479,38042,Los Silos,Las Canteras San Bernardo,,,,,-16.83011197,28.36791259,2016-05-09T12:45:15,2018-02-21T11:03:04.089000
industria carpinteria,Carpinteria Luz Jose,CL,Calle,Gertrudis,9,38280,38046,Tegueste,,,luzjosesl@hotmail.com,620959539.0,922150762.0,-16.339304,28.52391199,2016-05-09T12:45:15.374000,2015-08-04T13:51:37.202000
industria carpinteria,Carpinteria Manuel Luis Martin,CM,Camino,Pino Alto,80,38399,38039,Santa Úrsula,La Corujera,,carpinteriaelpìno@gmail.com,922301378.0,,-16.49973675,28.40736741,2016-05-09T12:45:15,2018-04-11T09:41:54.053000
industria carpinteria,Carpinteria Mapasa,CM,Camino,Los Pajales,55,38399,38039,Santa Úrsula,Pino Alto,,,922302094.0,,-16.49514805,28.40633383,2018-02-01T12:02:29.839000,2018-04-11T13:47:11.896000
industria carpinteria,Carpinteria Marten,CL,Calle,Barranco Grande,45,38108,38038,Santa Cruz de Tenerife,Barranco Grande,,,639439900.0,,-16.31036188,28.43768331,2016-05-16T10:38:18.714000,2016-05-16T10:38:18.714000
industria carpinteria metalica,Carpinteria Metalica J Sivero,CL,Calle,El Pajarito,50,38296,38023,La Laguna,San Miguel de Geneto,,,922250275.0,,-16.31221532,28.45525208,2016-05-09T12:45:15.374000,2015-08-03T12:35:58.453000
industria carpinteria,Carpinteria Niegarte,AV,Avenida,Santiago Apostol,16,38410,38031,Los Realejos,Realejo Alto,,,922347114.0,,-16.58344284,28.37684844,2016-05-09T12:45:15.374000,2015-08-04T13:18:21.764000
industria carpinteria,Carpinteria Pedro Hernandez Spinola,CR,Carretera,General TF 154 Portezuelo Las Toscas,103,38292,38046,Tegueste,El Socorro,,pedritohm@hotmail.com,922541321.0,,-16.362249,28.51733599,2016-05-09T12:45:15.374000,2015-08-04T13:50:59.466000
industria carpinteria,Carpinteria Perez,CL,Calle,La Amistad,15,38320,38023,La Laguna,La Cuesta,,,922643416.0,,-16.28705178,28.47383209,2016-05-09T12:45:15.374000,2015-08-04T10:33:10.329000
industria carpinteria,Carpinteria Pires,CM,Camino,Piedras Blancas,12,38400,38028,Puerto de la Cruz,La Vera,www.facebook.com/pg/Carpintería-Pires,,633779822.0,922321146.0,-16.55592871,28.39526785,2016-11-17T07:57:43.906000,2018-11-26T14:21:10.935000
industria carpinteria,Carpinteria Ramos,CL,Calle,Chasna,44,38600,38017,Granadilla de Abona,,,modajed@terra.es,922771282.0,922772810.0,-16.580162,28.11679199,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
industria carpinteria,Carpinteria Reyes,CL,Calle,Canarias,20,38500,38020,Güimar,,www.carpinteriareyes.com,carpinreyes@hotmail.com,922512928.0,922512928.0,-16.409615,28.31417799,2016-05-09T12:45:15.374000,2015-08-04T10:57:05.185000
industria carpinteria,Carpinteria Suarez e Hijos,Cl,Calle,San Benito,35,38419,38031,Los Realejos,,,,922341450.0,,-16.58006247,28.3836413,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
industria carpinteria,Carpinteria Toni,CL,Calle,Hermano Pedro,7,38390,38039,Santa Úrsula,La Corujera,,tonicarpintero@gmail.com,922301812.0,,-16.49932965,28.41906788,2016-11-09T10:24:09,2018-04-11T09:41:54.053000
industria carpinteria,Carpinteria Vera,CL,Calle,San Nicolas,3,38108,38023,La Laguna,San Matias,,,,,-16.29511926,28.4407827,2016-05-09T12:45:15.374000,2015-08-04T10:43:56.867000
industria carpinteria,Carpymen Inversiones Canarias,CL,Calle,Tosca de la Iglesia,43,38390,38039,Santa Úrsula,,www.carpymen.com,nicotgg@yahoo.es,922301830.0,900303161.0,-16.49012213,28.42370135,2016-05-09T12:45:15.374000,2018-04-13T12:28:51.086000
industria construccion,Carretillas Elevadoras de Tenerife ROHEN,PG,Polígono,Industrial Valle de Guimar,0,38509,38020,Güimar,PG GUIMAR MZ 15 NAVE 16,www.rohenmaquinaria.com,info@rohenmaquinaria.com,922612387.0,922612392.0,-16.37766124,28.32155637,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria construccion,Carrier España,CL,Calle,Juan Ravina Mendez,0,38009,38038,Santa Cruz de Tenerife,Z I Chamberi,www.carrier.es,mercedes.garcia@carrier.utc.com,902100805.0,922201028.0,-16.27393068,28.45194414,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
industria automocion taller,Carroceria Moderna Del Automovil,CL,Calle,Plasencia,169,38639,38035,San Miguel,Z I Llano Del Camello,www.carroceriamodernadelautomovil.com,carroceriamoderna@gmail.com,922736457.0,,-16.62257394,28.0526266,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
industria automocion taller,Carrocerias Domingo,AV,Avenida,Luciano Bello,69,38627,38006,Arona,Buzanada,,,922766620.0,,-16.65400774,28.0679861,2017-01-31T10:20:22.870000,2017-01-31T10:20:22.870000
industria automocion taller,Carrocerias Montecarlo,PG,Polígono,Industrial Valle de Guimar,0,38509,38004,Arafo,PG GUIMAR MZ 1 PARC 8,,carroceriamonteca@hotmail.com,922501752.0,922500336.0,-16.37283992,28.33497279,2016-05-09T12:45:15.374000,2023-04-25T13:46:11.009000
cerrado sin actividad,Carrocerias Peña,PG,Polígono,Industrial Valle de Guimar,0,38509,38004,Arafo,PG GUIMAR MZ B PARC 4,,franciscopd@terra.es,922501675.0,922539908.0,-16.37295442,28.32950242,2016-05-09T12:45:15.374000,2023-04-25T14:24:59.198000
industria automocion taller,Carrocerias Yuva,CL,Calle,General Machado Llano Blanco,8,38190,38032,El Rosario,Llano Blanco,,carroceriayuva@hotmail.com,922680985.0,922682551.0,-16.329493,28.41153099,2016-05-09T12:45:15.374000,2023-04-25T13:46:11.009000
industria automocion,Cars1,CL,Calle,Tenbel,0,38639,38035,San Miguel,P I Las Chafiras,www.cars1.es,,922703137.0,,-16.61861323,28.04784311,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
industria automocion,Carumaq,CR,Carretera,General TF 28 Sur,150,38107,38038,Santa Cruz de Tenerife,Partecaminos Ed Panamericana,carumaq.concesionario-jd.es,comercial@carumaq.com,922540620.0,922150948.0,-16.3182836,28.42400909,2016-05-09T12:45:15.374000,2017-02-14T07:31:23.496000
industria automocion,Carumaq,CL,Calle,Rejanero,14,38292,38046,Tegueste,,carumaq.concesionario-jd.es,comercial@carumaq.com,922540620.0,,-16.36344,28.51803199,2016-05-09T12:45:15.374000,2017-02-13T09:09:50.654000
industria automocion taller,Carvic Motor Sport,CL,Calle,San Clemente,22,38390,38039,Santa Úrsula,La Vera Esq Cl Quinque,,josemiguelcarvic@gmail.com,922304530.0,,-16.48482068,28.42908199,2016-05-09T12:45:15.374000,2018-04-11T09:41:54.053000
industria alimentacion,Carvisa,CL,Calle,Alfredo Hernandez Canino,133,38206,38023,La Laguna,Rodeo Alto,,,922636776.0,,-16.35588043,28.48276333,2016-05-09T12:45:15.374000,2015-08-25T12:21:34.470000
industria otro tipo,Casa Chano,CR,Carretera,General TF 194 La Cuesta Taco,0,38320,38023,La Laguna,Pg La Cuesta Taco,www.lasguias.com/casachano/,,922646275.0,922646275.0,-16.29309661,28.45738597,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria construccion,Case Construction,CL,Calle,Fernando Beautell,23,38009,38038,Santa Cruz de Tenerife,Z I Chamberi,www.casece.com,info@mopcanarias.com,922224657.0,,-16.27658576,28.44885453,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
industria alimentacion,Cash & Carry Food Broker,AU,"Autopista, autovía",TF 5 Norte,55,38340,38043,Tacoronte,Pg Los Naranjeros II,www.cashbroker.net,info@cashbroker.net,922560150.0,922575247.0,-16.38742807,28.48643614,2016-05-09T12:45:15.374000,2017-10-23T10:39:57.743000
industria alimentacion,Cash & Carry Food Broker,AU,"Autopista, autovía",TF 5 Norte,55,38340,38043,Tacoronte,Pg Los Naranjeros II,www.cashbroker.net,info@cashbroker.net,922560150.0,922575247.0,-16.38742806,28.48643612,2016-05-09T12:45:15.374000,2017-10-23T10:39:57.743000
industria alimentacion,Cash & Carry Food Broker,AU,"Autopista, autovía",TF 5 Norte,55,38340,38043,Tacoronte,Pg Los Naranjeros II,www.cashbroker.net,info@cashbroker.net,922560150.0,922570247.0,-16.38761039,28.48687614,2016-05-09T12:45:15.374000,2017-10-23T10:39:57.743000
industria alimentacion,Cash & Carry Herpa,CL,Calle,General TF 657 Cabo Blanco,1,38627,38006,Arona,La Camella,,joseike@terra.es,922720601.0,922721312.0,-16.68028702,28.07863469,2016-05-09T12:45:15.374000,2015-08-04T12:32:00.097000
industria alimentacion,Cash & Carry Tenerife EHLIS,PG,Polígono,Industrial Valle de Guimar,0,38509,38020,Güimar,PG GUIMAR MZ 14 PARC 26,www.ehlis.es,cpirretas@ehlis.es,922882483.0,922217112.0,-16.37284713,28.32510668,2016-05-09T12:45:15.374000,2018-05-24T17:22:06.194000
industria alimentacion,Cash Brico,PG,Polígono,Industrial Valle de Guimar,0,38509,38020,Güimar,PG GUIMAR MZ 15  NAVE 7,www.cashbricotenerife.com,info@cashbricotenerife.com,922539708.0,922539708.0,-16.37661922,28.3242217,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria alimentacion,Cash Hosteleria Buenavista,CL,Calle,Los Molinos,30,38480,38010,Buenavista del Norte,,,,922129007.0,,-16.852676,28.37470199,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
industria hosteleria,Cavas Catalanas,CL,Calle,Subida Al Mayorazco,31,38110,38038,Santa Cruz de Tenerife,P I El Mayorazgo,www.meprolim.es,meprolim@meprolim.es,922207801.0,922207938.0,-16.28662247,28.44578057,2017-02-15T11:40:07.893000,2017-03-29T07:50:43.137000
industria hosteleria,Cavas Catalanas,CL,Calle,Subida Al Mayorazco,31,38110,38038,Santa Cruz de Tenerife,P I El Mayorazgo,,meprolim@meprolim.es,922207801.0,922207938.0,-16.28660627,28.4457793,2017-02-15T11:40:07.893000,2017-03-29T07:50:43.137000
industria hosteleria,Cavas Catalanas,CL,Calle,Subida Al Mayorazco,29,38110,38038,Santa Cruz de Tenerife,P I El Mayorazgo,,madivar@terra.es,922207801.0,922232717.0,-16.28656455,28.44560101,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
industria automocion repuestos accesorios,CB Autorepuestos Alcala,CL,Calle,Mendez,3,38686,38019,Guía de Isora,Alcala,,,922866014.0,,-16.82726702,28.19893391,2016-05-09T12:45:15.374000,2019-04-12T11:56:20.113000
industria alimentacion,Cedres Importaciones,CL,Calle,La Degollada,7,38589,38005,Arico,Arico Viejo,,,,,-16.48122542,28.18192447,2016-05-09T12:45:15.374000,2015-08-04T11:52:15.690000
industria alimentacion lacteos,Celgan,CL,Calle,Bentinerfe,0,38677,38001,Adeje,P I La Atalaya,www.celgan.com,,922711740.0,922710236.0,-16.74112569,28.12900242,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
industria alimentacion lacteos,Celgan,CM,Camino,San Francisco de Paula TF 265,177,38296,38023,La Laguna,Pg Los Baldios,www.celgan.com,celgan@celgan.com,922221740.0,922214604.0,-16.32631682,28.45549881,2016-05-09T12:45:15.374000,2016-11-15T09:32:52.861000
industria carpinteria metalica,Celju Canarias,PG,Polígono,Industrial de Granadilla,0,38594,38017,Granadilla de Abona,Pg Granadilla,www.celjucanarias.es,celjucanarias@celju.e.telefonica.net,922778050.0,,-16.50231778,28.09441786,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria otro tipo,Cellofiz Canarias,PG,Polígono,Industrial Valle de Guimar,0,38509,38004,Arafo,PG GUIMAR MZ 12 PARC 4,www.cellofix.com,,922539122.0,,-16.36554092,28.33407652,2018-03-13T09:54:30.390000,2018-03-13T09:54:30.390000
industria construccion,Cement Investment,PG,Polígono,Industrial de Granadilla,0,38612,38017,Granadilla de Abona,PG DE GRANADILLA PARC 63 B,www.cementinvestment.com,oficina@cementinvestment.com,922392839.0,922392107.0,-16.5001782,28.08132553,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria construccion,Cement Investment,CL,Calle,Via de Servicio Darsena Pesquera,0,38120,38038,Santa Cruz de Tenerife,Z I Darsena Norte Puerto,www.cementinvestment.com,info@cementinvestment.com,922247986.0,922287410.0,-16.20364047,28.49961207,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
industria electricidad electronica,Cemesa,CL,Calle,304,0,38009,38038,Santa Cruz de Tenerife,P I Costa Sur Buenos Aires,www.cemesa.es,administracion@cemesasl.com,922215814.0,822012347.0,-16.27335765,28.44640149,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
industria electricidad electronica,Cemesa,CL,Calle,Isaac Peral,1,38109,38032,El Rosario,PI La Campana San Isidro,,,0.0,,-16.31527356,28.41714936,2017-02-15T11:40:07.893000,2017-06-28T12:03:36.848000
industria automocion taller,Centro Auto Dahsys,CL,Calle,Yoyo Santana,15,38350,38043,Tacoronte,El Torreon,,,922264871.0,,-16.39951546,28.47986146,2016-08-11T14:06:23.980000,2016-08-11T14:06:23.980000
industria automocion taller,Centro Auto Dahsys,CM,Camino,Real TF 237,148,38355,38043,Tacoronte,Agua Garcia,centroautodahsys.es,,922584894.0,,-16.40044362,28.46867359,2018-05-09T09:19:28.868000,2023-04-25T13:44:28.307000
industria hospitalaria,Centro Clinico Irokas,CL,Calle,Cirilo Rolo de Armas,1,38450,38015,Garachico,,,centroclinicoirokas@gmail.com,661733033.0,922831110.0,-16.764101,28.37238999,2016-05-09T12:45:15,2016-08-17T10:34:46.828000
imprenta reprografia,Centro de Impresion Xerox,RB,Rambla,Santa Cruz,142,38001,38038,Santa Cruz de Tenerife,,www.cridetenerife.es,,922248628.0,922248790.0,-16.2500554,28.47510785,2016-05-09T12:45:15.374000,2016-06-21T12:03:06.441000
industria automocion taller,Centro Movil MHD,CL,Calle,Angel Monje,2,38110,38038,Santa Cruz de Tenerife,Las Moraditas de Taco,,,922623246.0,,-16.29098151,28.44608674,2016-05-09T12:45:15.374000,2015-08-04T10:40:09.011000
industria otro tipo,Cepsa Aviacion,PG,Polígono,Industrial Valle de Guimar,0,38509,38020,Güimar,PG GUIMAR MZ 14 PARC 17 Y 18,www.cepsa.com,,922505343.0,922505380.0,-16.37689616,28.32126558,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
gasolinera,Cepsa El Mayato Chio,CR,Carretera,General Chio,49,38689,38019,Guía de Isora,Chio,,,922850831.0,,-16.799372,28.24460999,2016-05-09T12:45:15,2019-04-12T11:56:20.113000
industria construccion,Ceramicas Casagrande,CM,Camino,Acebuche,0,38430,38022,Icod de los Vinos,Pg Hoya Garces,www.ferreteriacasagrande.es,,922815826.0,,-16.70296661,28.37429674,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria construccion,Ceramicas Casagrande,CM,Camino,Acebuche,0,38430,38022,Icod de los Vinos,Pg Hoya Garces,www.ferreteriacasagrande.es,,922815826.0,,-16.70307816,28.37422302,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria construccion,Ceramicas Miguel Gomez,CR,Carretera,General TF 66 Cruz del Guanche Guaza,23,38626,38006,Arona,Valle San Lorenzo,,,922765950.0,0.0,-16.66188503,28.08704434,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
industria cerrajeria,Cerrajeria Alexis,CL,Calle,125,5,38107,38038,Santa Cruz de Tenerife,San Francisco de Paula,,,,,-16.32922633,28.45141584,2016-05-09T12:45:15.374000,2015-08-04T10:46:09.756000
industria cerrajeria,Cerrajeria Aluminios Reyes,CL,Calle,Lomo Guanche,8,38428,38034,San Juan de la Rambla,,,,,,-16.646381,28.37407699,2016-05-09T12:45:15.374000,2015-08-04T13:13:28.674000
industria cerrajeria,Cerrajeria Bader,Av,Avenida,XXV de Noviembre,9,38441,38018,La Guancha,Santa Catalina,,,636019544.0,,-16.65912527,28.39266178,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
industria cerrajeria,Cerrajeria Bencomo,CR,Carretera,General TF 326 Palo Blanco,49,38413,38031,Los Realejos,Palo Blanco,,,922341352.0,922341352.0,-16.57282439,28.37387224,2016-05-09T12:45:15.374000,2015-12-02T08:41:21.011000
industria cerrajeria,Cerrajeria Casañas,CL,Calle,Mendez Nuñez,51,38001,38038,Santa Cruz de Tenerife,,,,680176539.0,0.0,-16.2510348,28.47361444,2016-05-09T12:45:15.374000,2016-06-21T11:42:59.808000
industria cerrajeria,Cerrajeria Ciriaco,CL,Calle,Olimpia,25,38360,38041,El Sauzal,,,,922564154.0,,-16.42972222,28.47891943,2016-05-09T12:45:15.374000,2016-06-21T11:42:59.808000
industria cerrajeria,Cerrajeria Domi,CL,Calle,Seguidillas,0,38639,38035,San Miguel,Z I Llano Del Camello,www.cerrajeriadomi.com,cerrajeriadomi@yahoo.es,922863760.0,,-16.61555025,28.05482562,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
industria cerrajeria,Cerrajeria Domingo Yumar,CL,Calle,Santo Domingo,145,38380,38051,La Victoria,,,,922580649.0,,-16.47563,28.43471999,2016-05-09T12:45:15.374000,2015-08-04T13:35:09.001000
industria carpinteria metalica,Cerrajeria El Valle,CL,Calle,Ricardo Melchior Booth,3,38270,38023,La Laguna,Valle de Guerra Las Toscas,,cerrajeriadiazyperezsl@gmail.com,607528579.0,922541898.0,-16.39235822,28.51640765,2016-05-09T12:45:15,2016-08-02T08:37:55.039000
industria cerrajeria,Cerrajeria Forjamatic,CL,Calle,Mexico,4,38500,38020,Güimar,,,,922513374.0,,-16.411819,28.32723999,2016-05-09T12:45:15.374000,2015-08-04T10:57:05.185000
industria cerrajeria,Cerrajeria Franchy,CL,Calle,Marcerol,0,38206,38023,La Laguna,Pg El Coromoto,www.cerrajeriafranchy.es,info@cerrajeriafranchy.es,922637444.0,,-16.32986874,28.48417763,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria cerrajeria,Cerrajeria Guaza,CM,Camino,Real,2,38500,38020,Güimar,Guaza,,,922524594.0,,-16.411983,28.31178699,2016-05-09T12:45:15,2017-04-04T07:18:42.665000
industria cerrajeria,Cerrajeria Hernandez,AV,Avenida,Los Menceyes,249,38320,38023,La Laguna,,www.cerrajeriahernandez.com,info@cerrajeriahernandez.com,922642014.0,922657078.0,-16.294226,28.46973799,2016-05-09T12:45:15.374000,2016-08-01T12:56:46.278000
industria cerrajeria,Cerrajeria Jesus Valladares Casanova,AV,Avenida,Inmaculada Concepcion,48,38360,38041,El Sauzal,,,,922563481.0,,-16.43340278,28.47967499,2016-05-09T12:45:15.374000,2016-06-27T13:49:10.612000
industria cerrajeria,Cerrajeria Juan Pedro,CL,Calle,Casa Higa Transversal,26,38413,38031,Los Realejos,La Cruz Santa,,,922341918.0,922344740.0,-16.56914611,28.37689966,2016-05-09T12:45:15.374000,2015-08-04T13:27:57.382000
industria cerrajeria,Cerrajeria Juanito,CL,Calle,San Andres,6,38315,38026,La Orotava,La Perdoma,,,922308523.0,922308523.0,-16.54519784,28.37811556,2016-05-09T12:45:15.374000,2015-08-04T13:23:53.323000
industria cerrajeria,Cerrajeria La Asomada,CL,Calle,Carpinteria,14,38312,38026,La Orotava,P I San Jeronimo,,,922328191.0,,-16.54160516,28.39415389,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
industria cerrajeria,Cerrajeria La Estrella,CL,Calle,Bentagay,1,38111,38038,Santa Cruz de Tenerife,CC Santa Cruz Pt 1 Lc 18A,,info@cerrajerialaestrella.com,922685528.0,,-16.30081933,28.42697249,2016-05-09T12:45:15.374000,2015-11-11T14:50:02.124000
industria cerrajeria,Cerrajeria La Estrella,CL,Calle,Juana Blanca,48,38202,38023,La Laguna,,,info@cerrajerialaestrella.com,922632219.0,,-16.32483233,28.49000164,2016-05-09T12:45:15.374000,2015-08-04T13:58:49.036000
industria cerrajeria,Cerrajeria La Llave,AV,Avenida,Santa Cruz,129,38611,38017,Granadilla de Abona,San Isidro,www.cerrajerialallave.com,cerrajeria.lallave@hotmail.com,620393855.0,922394763.0,-16.55732,28.07558099,2016-05-09T12:45:15.374000,2017-04-28T09:09:13.205000
industria cerrajeria,Cerrajeria Lolo,AV,Avenida,Ayyo,18,38677,38001,Adeje,P I La Atalaya,,,922710493.0,,-16.73816978,28.12644109,2017-02-15T11:40:07.893000,2017-03-13T09:29:41.882000
industria cerrajeria,Cerrajeria Manuel Hernandez,CL,Calle,Banquetas,50,38380,38051,La Victoria,,,,922581104.0,,-16.46352299,28.43543623,2016-05-09T12:45:15.374000,2015-11-24T13:38:39.398000
industria cerrajeria,Cerrajeria Miguel,CL,Calle,Los Barracones,2,38470,38042,Los Silos,,,,,,-16.82003263,28.3671891,2016-05-09T12:45:15,2015-08-04T12:59:27
industria cerrajeria,Cerrajeria Nazario,CR,Carretera,General TF 217 Norte,134,38380,38051,La Victoria,,,,922580857.0,,-16.474384,28.43209999,2016-05-09T12:45:15.374000,2015-08-04T13:35:09.001000
industria cerrajeria,Cerrajeria Orchilla,CL,Calle,Orchilla,0,38595,38017,Granadilla de Abona,Charco del Pino,,,922770017.0,922770017.0,-16.585892,28.10178189,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria cerrajeria,Cerrajeria Pablo Pacheco,CR,Carretera,Vecinal TF 172 El Sauzal,90,38360,38041,El Sauzal,,,,922563145.0,,-16.43493611,28.47542499,2016-05-09T12:45:15.374000,2016-06-21T11:42:59.808000
industria cerrajeria,Cerrajeria Plaza,CL,Calle,Valentin Sanz,39,38002,38038,Santa Cruz de Tenerife,Lc 9,www.cerrajeriaplaza.com,info@cerrajeriaplaza.com,922245714.0,922245714.0,-16.25074338,28.4689278,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
industria cerrajeria,Cerrajeria RG,CL,Calle,Malpais,17,38684,38040,Santiago del Teide,Tamaimo,www.cerrajeriargtamaimo.com,,922864023.0,,-16.81914963,28.2644076,2016-05-09T12:45:15.374000,2015-08-04T12:56:56.468000
industria cerrajeria,Cerrajeria Teyo,CL,Calle,Constitucion,25,38589,38005,Arico,Arico Viejo,,,600252410.0,,-16.47200667,28.18258974,2016-05-09T12:45:15.374000,2015-08-04T11:52:15.690000
industria cerrajeria,Cerrajeria Todisa,CL,Calle,Bethencourt,2,38290,38032,El Rosario,La Esperanza,,,922297082.0,922297082.0,-16.368824,28.44318599,2016-05-09T12:45:15.374000,2015-08-04T10:49:35.113000
industria cerrajeria,Cerrajeria Toscas de Abajo,CL,Calle,Juan Fernandez,34,38270,38023,La Laguna,Valle de Guerra Las Toscas,,,922543858.0,,-16.39254656,28.52191294,2016-05-09T12:45:15.374000,2015-08-05T08:31:39.788000
industria cerrajeria,Cerrajeria Valentin Cruz,CR,Carretera,Nueva Corujera,31,38399,38039,Santa Úrsula,La Corujera,,,922300650.0,,-16.49859647,28.4178705,2016-05-09T12:45:15,2018-04-11T09:45:17.001000
industria cerrajeria,Cerravalle,CM,Camino,Las Toscas,123,38270,38023,La Laguna,Valle de Guerra,,,922545674.0,922545674.0,-16.39661751,28.52159366,2016-05-09T12:45:15.374000,2015-08-05T08:31:39.788000
industria cerrajeria,Cerrrajeria Cercasa,AV,Avenida,La Candelaria,18,38206,38023,La Laguna,San Benito,www.cerrajeriacercasa.es,,679165952.0,922258249.0,-16.32703958,28.48951444,2016-05-09T12:45:15,2017-12-12T14:30:26.727000
industria bebidas,Cervezas Anaga,PG,Polígono,Industrial Valle de Guimar,0,38509,38011,Candelaria,PG GUIMAR MZ 7 PARC 8 Y 9,www.cervezareina.com,,902164165.0,922506832.0,-16.37048538,28.34286384,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria cerrajeria,Cierres Automaticos La Palma CALPA,CM,Camino,San Francisco de Paula,9,38107,38038,Santa Cruz de Tenerife,Llano del Moro,www.calpa.es,cierresautomaticos@calpa.es,922578506.0,0.0,-16.33052482,28.45251637,2016-05-09T12:45:15.374000,2016-08-18T10:57:25.597000
industria tabaqueria,Cigarros y Puros Canarios,PG,Polígono,Industrial Valle de Guimar,0,38550,38004,Arafo,PG GUIMAR MZ 5 PARC 12,www.cigarrosypuros.com/index2.html,,922219897.0,,-16.37065704,28.33297007,2018-03-13T10:44:37.875000,2018-03-13T10:44:37.875000
industria construccion seguridad,Cimpermeca,CL,Calle,Tagara,6,38670,38001,Adeje,,,,922782404.0,,-16.73949046,28.12263084,2016-05-09T12:45:15,2016-09-07T10:43:00
industria construccion,Cimpor Hormigon Canarias,PG,Polígono,Industrial de Granadilla,0,38612,38017,Granadilla de Abona,PG DE GRANADILLA PARC 63 A,www.cimpor.es,,922778020.0,922778030.0,-16.5009168,28.08247928,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria construccion,Cimpor Hormigon Canarias,AU,"Autopista, autovía",TF 11 San Andres Cueva Bermeja,0,38180,38038,Santa Cruz de Tenerife,Pg Cueva Bermeja,www.cimpor.es,,922208550.0,,-16.21734833,28.49490864,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria construccion,Cimpor Hormigon Canarias,CL,Calle,Santo Tomas de Aquino,0,38108,38023,La Laguna,Pg San Matias,,,,,-16.29566574,28.44347192,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
industria construccion,CIN Pinturas,AV,Avenida,Los Majuelos,17,38107,38038,Santa Cruz de Tenerife,El Sobradillo Ed Sobrall,,,,,-16.3130221,28.44230854,2016-05-09T12:45:15.374000,2017-02-10T07:58:03.439000
industria construccion,Cintas Transportadoras de Tenerife,CL,Calle,El Cilantro,18,38107,38038,Santa Cruz de Tenerife,Pg El Molino,,,922312417.0,,-16.31698368,28.42266774,2016-05-09T12:45:15.374000,2016-06-28T09:08:00.365000
